order_id,placed_at,zone,platform,status,total_amount,prep_time_seconds,delivery_time_seconds,cancellation_reason,weather_flag
488480,2026-07-11T19:00:42,Zone 3,swiggy,cancelled,139,739,2256,weather_delay,true
488539,2026-07-11T19:13:25,Zone 2,swiggy,delivered,131,1256,2565,,false
488621,2026-07-11T19:17:05,Zone 2,swiggy,delivered,115,644,1583,,false
488633,2026-07-11T19:30:59,Zone 3,zomato,delivered,224,665,1769,,true
488685,2026-07-11T19:41:05,Zone 2,zomato,delivered,99,561,1533,,false
488476,2026-07-11T19:50:58,Zone 2,zomato,delivered,137,1054,2227,,true
488710,2026-07-11T19:58:20,Zone 2,swiggy,delivered,320,805,2060,,false
488595,2026-07-11T19:58:23,Zone 1,zomato,delivered,726,1283,2749,,true
488547,2026-07-11T20:13:38,Zone 2,swiggy,delivered,255,578,1934,,false
488486,2026-07-11T20:40:30,Zone 2,swiggy,delivered,389,841,2261,,false
488708,2026-07-11T20:54:17,Zone 3,swiggy,cancelled,351,1058,2784,weather_delay,false
488491,2026-07-11T20:54:59,Zone 1,swiggy,delivered,108,877,1756,,true
488676,2026-07-11T20:55:01,Zone 1,zomato,delivered,543,1177,2655,,false
488581,2026-07-11T21:05:56,Zone 1,swiggy,delivered,275,702,1563,,false
488616,2026-07-11T21:10:30,Zone 1,zomato,delivered,380,837,1710,,false
488735,2026-07-11T21:12:06,Zone 3,swiggy,delivered,569,1274,2540,,false
488518,2026-07-11T21:15:13,Zone 1,zomato,delivered,585,766,1871,,false
488516,2026-07-11T21:17:21,Zone 3,swiggy,delivered,120,501,1571,,true
488552,2026-07-11T21:18:08,Zone 2,zomato,delivered,268,1222,2778,,true
488651,2026-07-11T21:25:30,Zone 1,swiggy,delivered,534,628,1415,,false
488601,2026-07-11T21:26:56,Zone 1,swiggy,delivered,386,990,1888,,false
488704,2026-07-11T22:25:29,Zone 2,swiggy,delivered,387,648,1994,,false
488528,2026-07-11T22:39:48,Zone 2,zomato,delivered,143,1189,2565,,false
488618,2026-07-11T23:24:32,Zone 1,zomato,cancelled,255,1089,2565,weather_delay,false
488999,2026-07-12T00:11:15,Zone 3,swiggy,delivered,282,895,2293,,true
488884,2026-07-12T01:44:45,Zone 1,swiggy,delivered,266,1078,2495,,true
488895,2026-07-12T07:01:51,Zone 3,zomato,cancelled,282,451,2608,weather_delay,true
489010,2026-07-12T07:34:58,Zone 1,swiggy,delivered,171,728,2211,,false
488859,2026-07-12T07:36:12,Zone 2,swiggy,delivered,187,902,2112,,true
488987,2026-07-12T08:00:09,Zone 2,swiggy,delivered,216,613,1388,,true
488923,2026-07-12T08:17:25,Zone 2,swiggy,cancelled,374,1031,2653,weather_delay,true
488960,2026-07-12T08:30:20,Zone 3,zomato,delivered,192,633,2470,,true
488941,2026-07-12T08:30:36,Zone 1,zomato,delivered,298,946,2214,,false
488907,2026-07-12T09:03:29,Zone 1,swiggy,delivered,343,639,1560,,true
489013,2026-07-12T09:14:53,Zone 2,zomato,delivered,390,1048,2637,,false
488924,2026-07-12T10:16:02,Zone 3,swiggy,delivered,509,1052,2819,,true
488813,2026-07-12T10:31:45,Zone 1,zomato,delivered,337,414,2001,,false
488819,2026-07-12T11:23:25,Zone 3,zomato,delivered,184,627,2293,,true
488778,2026-07-12T11:45:35,Zone 2,swiggy,delivered,284,960,1886,,false
488993,2026-07-12T11:48:33,Zone 2,swiggy,delivered,129,500,2105,,true
488861,2026-07-12T11:50:18,Zone 1,swiggy,delivered,434,523,1305,,false
488881,2026-07-12T12:08:55,Zone 2,zomato,delivered,248,598,1900,,true
488774,2026-07-12T12:09:56,Zone 1,swiggy,delivered,272,534,1528,,true
488919,2026-07-12T12:27:56,Zone 2,swiggy,delivered,122,579,1370,,false
488915,2026-07-12T12:35:00,Zone 1,zomato,delivered,197,1214,2356,,false
488998,2026-07-12T12:42:48,Zone 2,swiggy,delivered,199,667,1782,,false
488889,2026-07-12T12:53:06,Zone 3,swiggy,delivered,152,1164,2729,,true
488758,2026-07-12T13:20:04,Zone 1,swiggy,delivered,199,996,1855,,true
488976,2026-07-12T13:24:22,Zone 3,swiggy,delivered,551,846,1903,,true
488781,2026-07-12T13:29:20,Zone 3,swiggy,delivered,320,1290,2651,,true
488842,2026-07-12T13:30:17,Zone 3,swiggy,delivered,577,1016,2113,,true
488754,2026-07-12T13:32:08,Zone 3,zomato,cancelled,562,783,2178,weather_delay,false
488942,2026-07-12T13:36:58,Zone 3,swiggy,delivered,457,623,2703,,true
488751,2026-07-12T13:47:57,Zone 1,zomato,delivered,292,1294,2772,,false
488763,2026-07-12T13:54:33,Zone 2,swiggy,delivered,461,1386,2943,,false
488835,2026-07-12T13:59:24,Zone 1,zomato,delivered,249,797,2369,,false
488805,2026-07-12T14:15:01,Zone 2,zomato,delivered,460,1239,2722,,false
488829,2026-07-12T14:15:40,Zone 2,swiggy,delivered,491,1127,2134,,false
488745,2026-07-12T14:20:55,Zone 2,zomato,delivered,301,588,1645,,false
488956,2026-07-12T14:32:47,Zone 2,swiggy,delivered,299,592,1584,,false
489017,2026-07-12T14:39:35,Zone 1,swiggy,delivered,439,731,2323,,false
488767,2026-07-12T14:57:40,Zone 3,swiggy,delivered,488,1197,2968,,true
488887,2026-07-12T15:27:57,Zone 2,swiggy,delivered,520,632,2197,,false
488853,2026-07-12T16:29:48,Zone 1,swiggy,cancelled,427,706,,customer_cancelled_predispatch,false
488878,2026-07-12T16:35:31,Zone 1,zomato,delivered,463,745,1539,,true
488901,2026-07-12T17:51:46,Zone 2,swiggy,delivered,258,476,1592,,false
488810,2026-07-12T18:00:11,Zone 1,swiggy,delivered,217,844,2035,,true
488975,2026-07-12T18:07:22,Zone 1,zomato,delivered,186,1220,2461,,false
489004,2026-07-12T18:25:54,Zone 2,zomato,delivered,335,956,2187,,false
488938,2026-07-12T18:43:07,Zone 2,zomato,delivered,287,518,1532,,true
488946,2026-07-12T19:01:13,Zone 1,swiggy,delivered,287,1113,2415,,false
488954,2026-07-12T19:01:52,Zone 3,zomato,delivered,242,1207,3169,,false
488855,2026-07-12T19:02:28,Zone 3,zomato,delivered,500,664,2463,,false
488866,2026-07-12T19:08:09,Zone 1,swiggy,delivered,375,828,2205,,false
488951,2026-07-12T19:16:06,Zone 3,zomato,delivered,435,1027,2995,,true
488982,2026-07-12T19:26:44,Zone 1,zomato,cancelled,218,1066,2315,weather_delay,false
488847,2026-07-12T19:31:05,Zone 3,swiggy,cancelled,174,673,3068,weather_delay,true
488787,2026-07-12T19:32:52,Zone 3,swiggy,delivered,215,524,2311,,true
488965,2026-07-12T19:59:10,Zone 3,zomato,delivered,535,883,2054,,true
488912,2026-07-12T20:01:01,Zone 2,swiggy,delivered,430,1189,2378,,false
489018,2026-07-12T20:03:07,Zone 2,zomato,delivered,118,963,2320,,false
488934,2026-07-12T20:19:41,Zone 3,zomato,delivered,384,1124,2347,,true
488756,2026-07-12T20:23:40,Zone 2,zomato,delivered,213,1311,2183,,true
488971,2026-07-12T20:25:37,Zone 3,swiggy,cancelled,226,715,,customer_cancelled_predispatch,true
488953,2026-07-12T20:28:57,Zone 3,swiggy,delivered,99,989,2311,,true
488929,2026-07-12T20:44:17,Zone 1,swiggy,delivered,124,528,1722,,false
488795,2026-07-12T21:04:40,Zone 1,zomato,delivered,181,1136,2393,,true
488872,2026-07-12T21:04:51,Zone 3,swiggy,delivered,460,795,2436,,false
488800,2026-07-12T21:13:20,Zone 3,swiggy,delivered,468,1176,2359,,true
488836,2026-07-12T21:36:57,Zone 1,swiggy,delivered,521,1026,1821,,false
488874,2026-07-12T21:49:06,Zone 3,swiggy,delivered,293,777,2118,,true
488875,2026-07-12T22:13:54,Zone 1,swiggy,cancelled,176,856,2423,weather_delay,false
488768,2026-07-12T22:18:13,Zone 2,zomato,delivered,349,1081,1909,,true
488789,2026-07-12T22:41:30,Zone 1,zomato,delivered,530,1248,2830,,true
489003,2026-07-12T22:48:19,Zone 1,swiggy,delivered,247,601,1400,,true
488989,2026-07-12T22:50:49,Zone 1,swiggy,delivered,209,815,1920,,false
488824,2026-07-12T22:56:29,Zone 2,zomato,delivered,435,1068,2400,,false
488792,2026-07-12T22:59:01,Zone 1,swiggy,delivered,287,519,1567,,false
489114,2026-07-13T03:05:52,Zone 1,swiggy,delivered,142,900,1753,,false
489196,2026-07-13T05:30:16,Zone 3,zomato,delivered,675,597,1736,,false
489123,2026-07-13T05:53:48,Zone 3,swiggy,delivered,568,610,1525,,false
489173,2026-07-13T06:46:03,Zone 2,swiggy,cancelled,451,580,,customer_cancelled_predispatch,false
489172,2026-07-13T07:27:49,Zone 1,zomato,delivered,169,669,1816,,false
489033,2026-07-13T07:28:50,Zone 3,zomato,delivered,193,858,1678,,false
489048,2026-07-13T08:48:57,Zone 1,swiggy,delivered,336,964,1703,,false
489208,2026-07-13T09:57:49,Zone 3,swiggy,delivered,253,1024,1956,,false
489187,2026-07-13T10:23:00,Zone 1,swiggy,delivered,555,920,1869,,false
489161,2026-07-13T11:17:11,Zone 1,zomato,delivered,254,780,2047,,false
489119,2026-07-13T11:20:19,Zone 3,zomato,delivered,590,435,1626,,false
489110,2026-07-13T12:09:07,Zone 3,swiggy,delivered,210,466,1386,,false
489103,2026-07-13T12:14:02,Zone 3,zomato,delivered,348,1110,1853,,false
489105,2026-07-13T12:35:41,Zone 2,swiggy,delivered,212,547,1887,,false
489201,2026-07-13T12:41:09,Zone 2,swiggy,delivered,355,1246,2313,,false
489043,2026-07-13T12:45:06,Zone 2,zomato,delivered,329,945,1867,,false
489085,2026-07-13T12:54:14,Zone 1,zomato,delivered,645,1137,2288,,false
489065,2026-07-13T12:56:04,Zone 1,swiggy,delivered,871,716,1902,,false
489115,2026-07-13T13:15:41,Zone 2,zomato,delivered,529,1213,2248,,false
489029,2026-07-13T13:24:24,Zone 3,zomato,delivered,482,881,1566,,false
489202,2026-07-13T13:30:49,Zone 2,zomato,delivered,335,918,2136,,false
489023,2026-07-13T14:00:03,Zone 2,zomato,delivered,240,913,1688,,false
489145,2026-07-13T14:12:18,Zone 1,swiggy,delivered,362,580,1779,,false
489089,2026-07-13T14:16:27,Zone 3,swiggy,delivered,345,496,1298,,false
489088,2026-07-13T14:30:32,Zone 2,swiggy,delivered,293,687,1806,,false
489111,2026-07-13T15:07:02,Zone 2,zomato,delivered,426,1055,1975,,false
489078,2026-07-13T16:45:00,Zone 2,zomato,delivered,125,1176,2004,,false
489150,2026-07-13T17:34:27,Zone 2,zomato,delivered,361,1235,2225,,false
489096,2026-07-13T18:32:32,Zone 1,swiggy,delivered,276,942,1961,,false
489154,2026-07-13T19:08:01,Zone 1,zomato,delivered,505,1296,2350,,false
489038,2026-07-13T19:14:59,Zone 1,zomato,delivered,293,587,1364,,false
489153,2026-07-13T19:23:01,Zone 3,swiggy,delivered,266,1024,1690,,false
489063,2026-07-13T19:23:16,Zone 1,swiggy,delivered,426,698,1525,,false
489109,2026-07-13T19:31:01,Zone 3,swiggy,delivered,184,1369,2409,,false
489072,2026-07-13T19:43:47,Zone 2,swiggy,delivered,654,840,1541,,false
489159,2026-07-13T19:50:04,Zone 2,zomato,delivered,408,561,1493,,false
489140,2026-07-13T19:59:58,Zone 1,zomato,delivered,104,828,1614,,false
489190,2026-07-13T20:02:47,Zone 1,zomato,cancelled,363,519,1470,courier_no_show,false
489082,2026-07-13T20:12:02,Zone 2,zomato,delivered,210,989,2076,,false
489022,2026-07-13T20:13:26,Zone 1,zomato,delivered,410,1065,2135,,false
489030,2026-07-13T20:16:10,Zone 3,zomato,delivered,246,976,2002,,false
489037,2026-07-13T20:16:51,Zone 3,zomato,delivered,290,540,1424,,false
489064,2026-07-13T20:17:03,Zone 3,swiggy,delivered,242,1138,1890,,false
489042,2026-07-13T20:28:27,Zone 3,swiggy,delivered,283,1099,1822,,false
489070,2026-07-13T20:31:43,Zone 3,zomato,delivered,305,884,1999,,false
489090,2026-07-13T20:35:06,Zone 2,zomato,delivered,768,806,1542,,false
489055,2026-07-13T20:50:16,Zone 2,swiggy,delivered,172,650,1476,,false
489058,2026-07-13T20:56:30,Zone 1,swiggy,cancelled,374,1238,2717,item_unavailable,false
489102,2026-07-13T20:56:56,Zone 2,swiggy,delivered,450,591,1718,,false
489019,2026-07-13T21:02:22,Zone 1,swiggy,delivered,434,1261,2451,,false
489155,2026-07-13T21:11:24,Zone 1,swiggy,delivered,629,1402,2706,,false
489053,2026-07-13T21:11:36,Zone 3,swiggy,delivered,851,1355,2099,,false
489177,2026-07-13T21:17:54,Zone 3,swiggy,cancelled,700,733,1955,item_unavailable,false
489129,2026-07-13T21:21:01,Zone 1,swiggy,delivered,227,1330,2240,,false
489135,2026-07-13T21:45:05,Zone 3,zomato,delivered,208,1237,1957,,false
489167,2026-07-13T22:16:46,Zone 2,zomato,delivered,149,1032,2265,,false
489179,2026-07-13T22:33:11,Zone 3,zomato,delivered,215,801,2105,,false
489158,2026-07-13T22:50:29,Zone 2,swiggy,delivered,307,1023,1881,,false
489182,2026-07-13T22:50:49,Zone 1,swiggy,delivered,529,997,1688,,false
489287,2026-07-14T06:38:08,Zone 3,swiggy,delivered,547,542,1196,,false
489276,2026-07-14T08:47:50,Zone 2,zomato,delivered,713,429,1525,,false
489210,2026-07-14T08:57:18,Zone 3,zomato,delivered,471,813,1632,,false
489318,2026-07-14T10:56:06,Zone 2,swiggy,delivered,730,797,2067,,false
489301,2026-07-14T11:58:37,Zone 3,zomato,cancelled,230,665,,customer_cancelled_predispatch,false
489283,2026-07-14T11:59:00,Zone 3,swiggy,delivered,254,874,1904,,false
489248,2026-07-14T12:08:29,Zone 2,zomato,cancelled,454,790,,customer_cancelled_predispatch,false
489220,2026-07-14T12:19:59,Zone 2,swiggy,delivered,209,1191,2436,,false
489275,2026-07-14T12:37:03,Zone 1,zomato,delivered,449,1183,2432,,false
489306,2026-07-14T12:42:09,Zone 1,swiggy,delivered,322,647,1822,,false
489288,2026-07-14T12:44:10,Zone 2,zomato,delivered,418,1292,2029,,false
489225,2026-07-14T13:05:23,Zone 1,zomato,delivered,99,1327,2007,,false
489285,2026-07-14T13:36:55,Zone 1,zomato,cancelled,377,625,1517,payment_failed,false
489340,2026-07-14T13:49:12,Zone 1,swiggy,delivered,99,825,1566,,false
489221,2026-07-14T14:08:34,Zone 2,swiggy,delivered,567,1070,2034,,false
489327,2026-07-14T14:09:36,Zone 3,swiggy,delivered,157,887,1927,,false
489334,2026-07-14T14:19:37,Zone 3,zomato,delivered,240,1304,2091,,false
489319,2026-07-14T14:25:12,Zone 3,zomato,delivered,259,644,1614,,false
489261,2026-07-14T14:27:58,Zone 1,swiggy,delivered,461,477,1296,,false
489231,2026-07-14T14:39:23,Zone 1,zomato,delivered,226,1050,2325,,false
489331,2026-07-14T14:53:26,Zone 2,zomato,delivered,448,513,1439,,false
489320,2026-07-14T14:57:37,Zone 2,swiggy,delivered,509,1022,1735,,false
489267,2026-07-14T16:17:44,Zone 1,zomato,delivered,205,1084,2223,,false
489310,2026-07-14T17:07:04,Zone 3,zomato,delivered,367,990,2155,,false
489305,2026-07-14T17:10:46,Zone 1,swiggy,delivered,353,853,2090,,false
489297,2026-07-14T17:45:03,Zone 3,swiggy,cancelled,506,1121,2308,payment_failed,false
489294,2026-07-14T18:05:46,Zone 3,zomato,delivered,311,578,1495,,false
489289,2026-07-14T18:31:46,Zone 3,zomato,delivered,297,875,1785,,false
489234,2026-07-14T19:11:28,Zone 3,zomato,delivered,264,482,1664,,false
489243,2026-07-14T19:16:28,Zone 3,swiggy,delivered,299,1282,2242,,false
489226,2026-07-14T19:19:46,Zone 3,zomato,delivered,136,1228,1944,,false
489256,2026-07-14T19:21:09,Zone 2,swiggy,delivered,119,1024,2125,,false
489326,2026-07-14T19:52:43,Zone 1,swiggy,delivered,218,997,2081,,false
489269,2026-07-14T19:53:00,Zone 2,zomato,delivered,245,852,1824,,false
489286,2026-07-14T19:56:11,Zone 3,swiggy,delivered,269,547,1521,,false
489237,2026-07-14T20:03:05,Zone 1,swiggy,delivered,463,1364,2472,,false
489249,2026-07-14T20:04:03,Zone 3,swiggy,delivered,430,790,1582,,false
489316,2026-07-14T20:08:02,Zone 1,swiggy,delivered,205,1202,2447,,false
489252,2026-07-14T21:07:00,Zone 2,zomato,cancelled,331,1192,2393,item_unavailable,false
489215,2026-07-14T21:09:26,Zone 1,zomato,delivered,486,1027,2179,,false
489255,2026-07-14T22:14:41,Zone 3,zomato,delivered,185,736,2023,,false
489280,2026-07-14T22:35:58,Zone 2,swiggy,delivered,174,508,1312,,false
489229,2026-07-14T23:01:09,Zone 3,zomato,delivered,302,953,2047,,false
489268,2026-07-14T23:55:14,Zone 1,swiggy,delivered,272,523,1326,,false
489491,2026-07-15T00:08:01,Zone 1,zomato,delivered,423,1021,1766,,false
489484,2026-07-15T08:05:27,Zone 1,swiggy,delivered,507,657,1706,,false
489472,2026-07-15T08:49:24,Zone 2,swiggy,delivered,527,576,1557,,false
489398,2026-07-15T10:33:52,Zone 3,swiggy,delivered,158,833,2136,,false
489428,2026-07-15T11:02:12,Zone 1,zomato,delivered,261,1052,2207,,false
489419,2026-07-15T11:28:59,Zone 1,zomato,cancelled,268,954,,customer_cancelled_predispatch,false
489421,2026-07-15T11:54:43,Zone 3,swiggy,delivered,191,1111,2059,,false
489444,2026-07-15T12:27:05,Zone 2,swiggy,delivered,281,962,1970,,false
489470,2026-07-15T12:31:42,Zone 1,zomato,delivered,242,972,2244,,false
489389,2026-07-15T12:49:45,Zone 3,swiggy,delivered,276,716,2034,,false
489401,2026-07-15T13:10:13,Zone 3,zomato,delivered,480,1315,2287,,false
489414,2026-07-15T13:12:12,Zone 1,swiggy,delivered,121,1349,2249,,false
489407,2026-07-15T13:43:41,Zone 2,swiggy,delivered,194,1296,2420,,false
489374,2026-07-15T13:49:57,Zone 2,swiggy,delivered,360,724,1884,,false
489380,2026-07-15T13:53:59,Zone 3,swiggy,delivered,138,1192,2068,,false
489478,2026-07-15T14:04:20,Zone 1,swiggy,delivered,266,502,1590,,false
489341,2026-07-15T14:27:56,Zone 1,zomato,delivered,221,1035,2202,,false
489445,2026-07-15T14:31:50,Zone 3,zomato,delivered,160,755,1982,,false
489465,2026-07-15T14:52:56,Zone 3,swiggy,delivered,270,787,1882,,false
489368,2026-07-15T16:46:24,Zone 2,swiggy,delivered,253,871,2079,,false
489349,2026-07-15T17:38:43,Zone 1,zomato,delivered,286,1009,2157,,false
489451,2026-07-15T18:57:35,Zone 2,zomato,delivered,452,866,1957,,false
489362,2026-07-15T19:04:05,Zone 3,zomato,delivered,342,835,1744,,false
489492,2026-07-15T19:09:19,Zone 3,zomato,delivered,492,1390,2412,,false
489439,2026-07-15T19:11:00,Zone 2,swiggy,delivered,442,1279,2087,,false
489434,2026-07-15T19:11:36,Zone 2,swiggy,delivered,217,834,2063,,false
489427,2026-07-15T19:14:36,Zone 3,zomato,delivered,205,1254,2250,,false
489497,2026-07-15T19:25:02,Zone 3,swiggy,delivered,130,1339,2548,,false
489410,2026-07-15T19:26:50,Zone 3,zomato,delivered,207,911,1841,,false
489353,2026-07-15T19:36:43,Zone 1,swiggy,delivered,256,602,1945,,false
489488,2026-07-15T19:36:46,Zone 2,swiggy,delivered,249,819,1803,,false
489391,2026-07-15T19:37:12,Zone 3,swiggy,delivered,289,1226,2025,,false
489460,2026-07-15T19:47:36,Zone 3,zomato,delivered,436,645,1579,,false
489375,2026-07-15T20:24:51,Zone 2,zomato,cancelled,161,771,1477,kitchen_overload,false
489395,2026-07-15T20:28:36,Zone 1,zomato,cancelled,208,1166,2415,item_unavailable,false
489467,2026-07-15T20:55:51,Zone 1,zomato,delivered,343,1169,1892,,false
489436,2026-07-15T21:43:13,Zone 1,swiggy,delivered,442,682,1958,,false
489356,2026-07-15T22:11:56,Zone 3,swiggy,delivered,213,1269,1943,,false
489344,2026-07-15T22:35:44,Zone 1,swiggy,delivered,432,992,2016,,false
489384,2026-07-15T22:36:24,Zone 1,swiggy,delivered,154,442,1285,,false
489456,2026-07-15T22:48:16,Zone 3,zomato,delivered,317,1096,1893,,false
489501,2026-07-15T23:11:08,Zone 3,zomato,delivered,99,960,1984,,false
489458,2026-07-15T23:13:44,Zone 1,swiggy,delivered,150,601,1643,,false
489698,2026-07-16T00:22:35,Zone 1,swiggy,delivered,520,414,1438,,false
489592,2026-07-16T02:54:27,Zone 3,zomato,delivered,260,547,1318,,false
489638,2026-07-16T03:29:01,Zone 1,swiggy,cancelled,434,871,1822,restaurant_closed_early,false
489590,2026-07-16T06:12:16,Zone 2,swiggy,delivered,441,696,1999,,false
489595,2026-07-16T07:17:45,Zone 1,swiggy,delivered,308,1007,2215,,false
489614,2026-07-16T07:37:50,Zone 2,swiggy,delivered,344,1097,1850,,false
489546,2026-07-16T08:21:32,Zone 1,zomato,delivered,467,855,1955,,false
489529,2026-07-16T08:23:37,Zone 3,swiggy,delivered,261,521,1315,,false
489622,2026-07-16T08:54:03,Zone 1,swiggy,delivered,398,513,1843,,false
489580,2026-07-16T08:56:51,Zone 1,zomato,delivered,322,443,1788,,false
489648,2026-07-16T09:25:22,Zone 1,zomato,delivered,165,860,1616,,false
489659,2026-07-16T09:42:16,Zone 2,zomato,delivered,353,561,1669,,false
489673,2026-07-16T10:27:46,Zone 1,zomato,delivered,153,1140,1915,,false
489668,2026-07-16T10:53:43,Zone 1,swiggy,delivered,363,1142,2159,,false
489508,2026-07-16T11:37:04,Zone 3,zomato,delivered,321,1233,2202,,false
489663,2026-07-16T11:53:11,Zone 2,swiggy,delivered,420,998,2257,,false
489550,2026-07-16T11:55:30,Zone 2,swiggy,delivered,623,645,1584,,false
489679,2026-07-16T12:01:19,Zone 1,swiggy,delivered,387,1189,2352,,false
489573,2026-07-16T12:06:01,Zone 1,swiggy,delivered,369,1094,2021,,false
489616,2026-07-16T12:15:40,Zone 2,zomato,cancelled,131,572,,customer_cancelled_predispatch,false
489671,2026-07-16T12:20:33,Zone 3,zomato,delivered,403,1258,2451,,false
489691,2026-07-16T12:27:27,Zone 1,zomato,delivered,99,1144,1929,,false
489626,2026-07-16T12:35:29,Zone 1,swiggy,delivered,235,799,1673,,false
489568,2026-07-16T12:44:20,Zone 2,swiggy,delivered,207,795,1653,,false
489570,2026-07-16T12:53:26,Zone 3,zomato,delivered,99,738,1574,,false
489560,2026-07-16T12:55:29,Zone 3,zomato,delivered,342,627,1717,,false
489652,2026-07-16T13:04:20,Zone 1,swiggy,delivered,247,1135,2090,,false
489532,2026-07-16T13:05:54,Zone 2,zomato,delivered,393,1010,1935,,false
489643,2026-07-16T13:14:17,Zone 2,swiggy,delivered,248,1337,1999,,false
489552,2026-07-16T13:51:37,Zone 3,swiggy,delivered,216,731,1594,,false
489581,2026-07-16T13:53:20,Zone 1,swiggy,delivered,535,510,1551,,false
489692,2026-07-16T14:55:06,Zone 2,swiggy,delivered,558,1233,2268,,false
489525,2026-07-16T15:11:29,Zone 1,zomato,delivered,361,865,1740,,false
489542,2026-07-16T15:14:36,Zone 3,swiggy,delivered,340,937,1689,,false
489517,2026-07-16T15:28:59,Zone 3,swiggy,delivered,567,683,1357,,false
489702,2026-07-16T15:52:29,Zone 3,zomato,delivered,186,1127,2128,,false
489654,2026-07-16T16:46:51,Zone 2,swiggy,delivered,394,1015,1967,,false
489606,2026-07-16T17:52:16,Zone 1,zomato,cancelled,381,1177,2310,courier_no_show,false
489618,2026-07-16T18:32:02,Zone 3,zomato,cancelled,354,1087,2568,weather_delay,false
489667,2026-07-16T18:34:31,Zone 1,swiggy,delivered,251,482,1346,,false
489687,2026-07-16T18:38:39,Zone 2,swiggy,delivered,412,606,1270,,false
489608,2026-07-16T18:58:28,Zone 3,swiggy,delivered,172,1253,2125,,false
489593,2026-07-16T19:13:03,Zone 3,swiggy,delivered,210,1219,1988,,false
489503,2026-07-16T19:26:22,Zone 3,zomato,delivered,735,772,1486,,false
489624,2026-07-16T19:44:22,Zone 2,zomato,delivered,147,1350,2524,,false
489662,2026-07-16T20:02:02,Zone 2,zomato,delivered,208,550,1324,,false
489505,2026-07-16T20:21:19,Zone 1,swiggy,delivered,468,821,1572,,false
489641,2026-07-16T20:28:31,Zone 2,zomato,delivered,281,695,1763,,false
489539,2026-07-16T20:50:04,Zone 2,swiggy,delivered,493,1191,2034,,false
489564,2026-07-16T21:00:35,Zone 3,swiggy,delivered,365,531,1568,,false
489521,2026-07-16T21:02:01,Zone 1,swiggy,delivered,206,1028,1869,,false
489708,2026-07-16T21:25:11,Zone 2,swiggy,delivered,354,569,1352,,false
489602,2026-07-16T21:26:58,Zone 3,swiggy,delivered,472,1260,2355,,false
489549,2026-07-16T21:37:54,Zone 1,swiggy,delivered,1138,1192,1885,,false
489632,2026-07-16T21:37:56,Zone 2,zomato,delivered,763,466,1253,,false
489704,2026-07-16T21:43:50,Zone 1,swiggy,delivered,255,1068,2286,,false
489574,2026-07-16T21:53:01,Zone 2,zomato,delivered,454,1287,2345,,false
489599,2026-07-16T22:01:05,Zone 3,zomato,delivered,419,476,1434,,false
489557,2026-07-16T22:09:46,Zone 1,swiggy,delivered,99,1203,2398,,false
489536,2026-07-16T22:26:42,Zone 1,zomato,delivered,494,1263,2068,,false
489584,2026-07-16T22:27:25,Zone 1,zomato,delivered,472,1101,1844,,false
489514,2026-07-16T22:30:00,Zone 1,swiggy,delivered,243,1104,1962,,false
489684,2026-07-16T22:58:56,Zone 3,zomato,delivered,153,974,2156,,false
489636,2026-07-16T23:18:19,Zone 3,zomato,delivered,242,800,2096,,false
489586,2026-07-16T23:39:50,Zone 1,swiggy,delivered,253,483,1140,,false
489947,2026-07-17T04:16:06,Zone 3,zomato,delivered,394,1069,2297,,false
489874,2026-07-17T05:21:48,Zone 2,zomato,delivered,224,437,1735,,false
489779,2026-07-17T07:40:48,Zone 2,zomato,delivered,159,1101,2429,,false
489717,2026-07-17T07:48:40,Zone 2,zomato,delivered,99,803,1911,,false
489856,2026-07-17T08:37:36,Zone 3,zomato,delivered,153,837,1891,,false
489959,2026-07-17T08:44:31,Zone 2,zomato,delivered,146,609,1427,,false
489883,2026-07-17T09:29:36,Zone 2,swiggy,delivered,641,870,2073,,false
489978,2026-07-17T09:34:53,Zone 1,swiggy,delivered,275,953,1935,,false
489911,2026-07-17T09:40:18,Zone 3,swiggy,delivered,254,700,1748,,false
489886,2026-07-17T09:53:42,Zone 3,swiggy,cancelled,99,1175,2130,address_issue,false
489935,2026-07-17T10:17:56,Zone 1,zomato,delivered,553,1184,2364,,false
489892,2026-07-17T10:25:01,Zone 3,swiggy,delivered,215,400,1423,,false
489783,2026-07-17T10:38:02,Zone 2,zomato,delivered,844,693,1370,,false
489865,2026-07-17T11:18:24,Zone 3,swiggy,delivered,336,1188,2269,,false
489984,2026-07-17T11:25:28,Zone 3,swiggy,delivered,848,432,1637,,false
489825,2026-07-17T11:28:55,Zone 3,zomato,delivered,238,1109,2165,,false
489784,2026-07-17T11:49:08,Zone 2,swiggy,delivered,379,520,1708,,false
489799,2026-07-17T11:53:55,Zone 1,zomato,delivered,280,1194,1892,,false
489953,2026-07-17T11:55:14,Zone 2,zomato,delivered,263,412,1108,,false
489917,2026-07-17T12:11:33,Zone 2,swiggy,cancelled,126,833,,customer_cancelled_predispatch,false
489840,2026-07-17T12:18:52,Zone 2,swiggy,delivered,121,864,1743,,false
489916,2026-07-17T12:31:11,Zone 1,swiggy,delivered,377,1054,1944,,false
489831,2026-07-17T12:33:13,Zone 1,zomato,delivered,438,1048,2384,,false
489785,2026-07-17T12:54:11,Zone 2,swiggy,delivered,204,1063,1734,,false
489851,2026-07-17T13:13:52,Zone 1,zomato,delivered,222,1224,2508,,false
489931,2026-07-17T13:13:59,Zone 2,zomato,delivered,106,714,2006,,false
